2025-12-27 10:22:07 | INFO     | app.core.logging_config:setup_logging:137 | Logging system initialized | {'environment': 'production', 'level': 'INFO'}
2025-12-27 10:22:07 | WARNING  | app.core.logging_config:setup_sentry:158 | Sentry DSN not configured, error tracking disabled. Set SENTRY_DSN environment variable to enable. | {}
2025-12-27 10:22:07 | INFO     | app.main:lifespan:55 | Starting Productivity App API v1.0.0 | {}
2025-12-27 10:22:07 | INFO     | app.main:lifespan:56 | Environment: development | {}
2025-12-27 10:22:07 | INFO     | app.main:lifespan:57 | Documentation: http://localhost:8000/docs | {}
2025-12-27 10:22:07 | INFO     | app.main:lifespan:58 | Database migrations managed by Alembic | {}
2025-12-27 10:22:07 | INFO     | app.main:lifespan:59 | Run 'alembic upgrade head' to apply migrations | {}
2025-12-27 10:22:07 | INFO     | logging:callHandlers:1706 | Application startup complete. | {}
2025-12-27 10:23:49 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /docs | {'correlation_id': '57cdf8b9-2caa-464b-8988-165152ed9cc4', 'user_id': None, 'method': 'GET', 'path': '/docs', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0'}
2025-12-27 10:23:49 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /docs → 200 (7.67ms) | {'correlation_id': '57cdf8b9-2caa-464b-8988-165152ed9cc4', 'user_id': None, 'method': 'GET', 'path': '/docs', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0', 'status_code': 200, 'duration_ms': 7.67}
2025-12-27 10:23:49 | INFO     | logging:callHandlers:1706 | 127.0.0.1:61693 - "GET /docs HTTP/1.1" 200 | {}
2025-12-27 10:23:49 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/openapi.json | {'correlation_id': '1ff1f585-d4cc-4ab1-a1bf-c3e4e0687412', 'user_id': None, 'method': 'GET', 'path': '/api/v1/openapi.json', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0'}
2025-12-27 10:23:49 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/openapi.json → 200 (200.13ms) | {'correlation_id': '1ff1f585-d4cc-4ab1-a1bf-c3e4e0687412', 'user_id': None, 'method': 'GET', 'path': '/api/v1/openapi.json', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0', 'status_code': 200, 'duration_ms': 200.13}
2025-12-27 10:23:49 | INFO     | logging:callHandlers:1706 | 127.0.0.1:61693 - "GET /api/v1/openapi.json HTTP/1.1" 200 | {}
2025-12-27 10:27:25 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /docs | {'correlation_id': '35b60769-4d0f-48b3-b063-dd2664544a24', 'user_id': None, 'method': 'GET', 'path': '/docs', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-27 10:27:25 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /docs → 200 (3.01ms) | {'correlation_id': '35b60769-4d0f-48b3-b063-dd2664544a24', 'user_id': None, 'method': 'GET', 'path': '/docs', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 3.01}
2025-12-27 10:27:25 | INFO     | logging:callHandlers:1706 | 127.0.0.1:52377 - "GET /docs HTTP/1.1" 200 | {}
2025-12-27 10:27:25 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/openapi.json | {'correlation_id': '8da64552-2e2a-41b1-b040-ce55423a0e97', 'user_id': None, 'method': 'GET', 'path': '/api/v1/openapi.json', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36'}
2025-12-27 10:27:25 | INFO     | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/openapi.json → 200 (11.96ms) | {'correlation_id': '8da64552-2e2a-41b1-b040-ce55423a0e97', 'user_id': None, 'method': 'GET', 'path': '/api/v1/openapi.json', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36', 'status_code': 200, 'duration_ms': 11.96}
2025-12-27 10:27:25 | INFO     | logging:callHandlers:1706 | 127.0.0.1:52377 - "GET /api/v1/openapi.json HTTP/1.1" 200 | {}
2025-12-27 10:34:15 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/docs | {'correlation_id': '25e97d18-ba68-40be-9a48-bee8126744ff', 'user_id': None, 'method': 'GET', 'path': '/api/v1/docs', 'client_ip': '127.0.0.1', 'user_agent': 'curl/8.6.0'}
2025-12-27 10:34:15 | WARNING  | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/docs → 404 (27.31ms) | {'correlation_id': '25e97d18-ba68-40be-9a48-bee8126744ff', 'user_id': None, 'method': 'GET', 'path': '/api/v1/docs', 'client_ip': '127.0.0.1', 'user_agent': 'curl/8.6.0', 'status_code': 404, 'duration_ms': 27.31}
2025-12-27 10:34:15 | INFO     | logging:callHandlers:1706 | 127.0.0.1:52912 - "GET /api/v1/docs HTTP/1.1" 404 | {}
2025-12-27 10:41:10 | INFO     | app.middleware.logging_middleware:dispatch:59 | → GET /api/v1/auth/me | {'correlation_id': 'dc554e9f-ea6f-4bfe-83e7-8e1e5335c13e', 'user_id': None, 'method': 'GET', 'path': '/api/v1/auth/me', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0'}
2025-12-27 10:41:10 | WARNING  | app.middleware.logging_middleware:dispatch:95 | ← GET /api/v1/auth/me → 401 (146.23ms) | {'correlation_id': 'dc554e9f-ea6f-4bfe-83e7-8e1e5335c13e', 'user_id': None, 'method': 'GET', 'path': '/api/v1/auth/me', 'client_ip': '127.0.0.1', 'user_agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0', 'status_code': 401, 'duration_ms': 146.23}
2025-12-27 10:41:10 | INFO     | logging:callHandlers:1706 | 127.0.0.1:61350 - "GET /api/v1/auth/me HTTP/1.1" 401 | {}
2025-12-27 10:41:39 | INFO     | logging:callHandlers:1706 | 127.0.0.1:59963 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400 | {}
2025-12-27 10:41:47 | INFO     | logging:callHandlers:1706 | 127.0.0.1:60298 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400 | {}
2025-12-27 10:42:36 | INFO     | logging:callHandlers:1706 | 127.0.0.1:65424 - "OPTIONS /api/v1/auth/login HTTP/1.1" 400 | {}
